visitbusan_source_key,visitbusan_uc_seq,visitbusan_title_ko,visitbusan_content_type,canonical_id,canonical_title,distance_m,title_similarity,category_compatible,match_status,match_confidence,match_method,visitbusan_hours,visitbusan_address,visitbusan_phone,visitbusan_external_official_url,visitbusan_source_detail_url,canonical_image_url,provenance_note,review_reason
VisitBusanContent:attraction:2288:ko,2288,"삶의 흔적이 예술로 변하는 공간, 영주맨션",attraction,,,,,,web_only,,no_canonical_match,전시기간 중 운영 : 매일 10:00~18:00,"부산광역시 중구 영초길 51 9-다, 지하5호",,https://youngjumansion.wixsite.com/main/bio,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2288&lang_cd=ko,,,
VisitBusanContent:attraction:2284:ko,2284,"부산 원도심에서 만나는 독립영화관, BNK부산은행 아트시네마 모퉁이극장",attraction,,,,,,web_only,,no_canonical_match,매일 10:00~22:00,부산광역시 중구 광복중앙로 13 3층,051-256-1895,https://www.dtryx.com/cinema/main.do?cgid=FE8EF4D2-F22D-4802-A39A-D58F23A29C1E&BrandCd=etc&CinemaCd=000097,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2284&lang_cd=ko,,,
VisitBusanContent:attraction:2275:ko,2275,낙동강 강변뷰가 아름다운 섬 ‘중사도’에서 특별한 자연 여행,attraction,,,,,,web_only,,no_canonical_match,,부산광역시 강서구 식만동,051-970-4000(강서구청),,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2275&lang_cd=ko,,,
VisitBusanContent:attraction:2274:ko,2274,화려한 자연경관과 오랜 역사가 한데 어우러진 ‘동백섬’,attraction,,,,,,web_only,,no_canonical_match,,부산광역시 해운대구 우동 710-1,051-749-7621,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2274&lang_cd=ko,,,
VisitBusanContent:attraction:2229:ko,2229,숲속 힐링과 문화가 녹아있는 ‘륜빌리지’,attraction,,,,,,web_only,,no_canonical_match,11:00-17:00,부산광역시 금정구 오륜대로 262 륜 빌리지 Ryun Village,0507-1340-4610,https://www.instagram.com/cafe_ryun_official/,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2229&lang_cd=ko,,,
VisitBusanContent:attraction:2220:ko,2220,조용한 바다 앞 사찰 ‘해광사’에서 평화로운 새해맞이,attraction,,,,,,web_only,,no_canonical_match,,부산광역시 기장군 기장읍 기장해안로 340,051-721-3167,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2220&lang_cd=ko,,,
VisitBusanContent:attraction:2210:ko,2210,"부산 현대미술의 새로운 성지, 갤러리 플레이리스트",attraction,,,,,,web_only,,no_canonical_match,수요일~토요일 11:00~18:00,부산광역시 중구 대청로138번길 3 1층(용두산공원 공영주차장 주차),070-8287-2259,https://www.instagram.com/galleryplaylist,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2210&lang_cd=ko,,,
VisitBusanContent:attraction:2206:ko,2206,"신념과 희생의 발자취를 따라, ‘오륜대 순교자 성지’",attraction,,,,,,web_only,,no_canonical_match,,부산광역시 금정구 오륜대로 106-1,051-515-0030,http://www.oryundae.com/main/main.html,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2206&lang_cd=ko,,,
VisitBusanContent:attraction:2204:ko,2204,"일상 속 예술의 쉼표, ‘디오티 미술관’",attraction,,,,,,web_only,,no_canonical_match,화-토요일 11:00~18:00 (입장 마감 : 17:30),부산광역시 금정구 금샘로 35,051-518-8480,https://dotmuseum.co.kr/,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2204&lang_cd=ko,,,
VisitBusanContent:attraction:2202:ko,2202,"마을과 함께 성장하는 힐링 공간, ‘이바구 캠프’",attraction,,,,,,web_only,,no_canonical_match,체크인: 15:00-20:00 체크아웃: 11:00,부산광역시 동구 망양로525번길 22,051-467-0289,https://blog.naver.com/ibagucamp,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2202&lang_cd=ko,,,
VisitBusanContent:attraction:2200:ko,2200,"부산의 숨은 예술을 찾다, 갤러리 수정",attraction,,,,,,web_only,,no_canonical_match,매일 10:00-19:00,부산광역시 동구 수정공원남로 28 (수정아파트 4동 A408호),010-2558-3011,http://www.gallerysujeong.kr/,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2200&lang_cd=ko,,,
VisitBusanContent:attraction:2191:ko,2191,"떠오르는 문화의 장, 광안리 ‘포디움다이브엠’",attraction,,,,,,web_only,,no_canonical_match,매일 11:00~20:00,부산광역시 수영구 광남로 96,051-752-2200,https://www.instagram.com/podiumdive.m/,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2191&lang_cd=ko,,,
VisitBusanContent:attraction:2189:ko,2189,겨울 철새의 아름다움을 만나는 ‘명지철새탐조대’,attraction,,,,,,web_only,,no_canonical_match,,부산 강서구 명지오션시티1로 284,051-970-4000 (부산광역시 강서구청),,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2189&lang_cd=ko,,,
VisitBusanContent:attraction:2188:ko,2188,"UN의 헌신과 평화의 약속, ‘유엔평화기념관’",attraction,,,,,,web_only,,no_canonical_match,화요일~일요일 10:00~18:00,부산광역시 남구 홍곡로320번길 106,051-901-1400,https://www.instagram.com/un_peacememorial/,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2188&lang_cd=ko,,,
VisitBusanContent:attraction:2187:ko,2187,"과거의 흔적과 미래를 잇는 교차점,",attraction,,,,,,web_only,,no_canonical_match,,부산광역시 중구 중앙동 4가 15-33,051-600-4000,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2187&lang_cd=ko,,,
VisitBusanContent:attraction:2186:ko,2186,"아름다운 자연과 아픈 역사가 만나는 곳,",attraction,,,,,,web_only,,no_canonical_match,,부산광역시 기장군 일광읍 원리 663-7,051-709-4000,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2186&lang_cd=ko,,,
VisitBusanContent:attraction:2173:ko,2173,"지역 예술의 발전을 이끄는 공간,",attraction,,,,,,web_only,,no_canonical_match,월-토 10:00-18:00 (토요일은 전시나 행사 있는 경우에만 운영),부산 사하구 다산로 106번길 6 홍티아트센터,051-263-8661~3,https://www.instagram.com/hongtiartcenter/,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2173&lang_cd=ko,,,
VisitBusanContent:attraction:2172:ko,2172,"아름다운 자연과 전설이 있는, ‘오시리아 해안 산책로’",attraction,,,,,,web_only,,no_canonical_match,,부산광역시 기장군 기장읍 시랑리 62-22,051-709-4000,https://www.gijang.go.kr/tour/index.gijang,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2172&lang_cd=ko,,,
VisitBusanContent:attraction:2166:ko,2166,"음악과 함께 혼술하고 싶은 날, ‘광안리 골방’",attraction,,,,,,web_only,,no_canonical_match,"월,목,금 12:00~01:00 (16:00~17:00 휴게) 수 12:00~23:00 (16:00~17:00 휴게) 토 11:00~01:00 (14:30~15:00 휴게) 일 15:00~01:00",부산광역시 수영구 민락본동로19번길 59 지하1층,0507-1314-4544,https://www.instagram.com/gwangalli_golbang,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2166&lang_cd=ko,,,
VisitBusanContent:attraction:2157:ko,2157,"조용한 해변가에서 힐링 산책, ‘다대포 바다누리길’",attraction,,,,,,web_only,,no_canonical_match,,부산광역시 사하구 다대동 468-6 (다대포 바다누리길 광장),051-220-4000,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2157&lang_cd=ko,,,
VisitBusanContent:attraction:2155:ko,2155,"하야리아 기지의 모든 것, 부산시민공원 역사문화관",attraction,,,,,,web_only,,no_canonical_match,화요일~일요일 09:00~18:00,부산광역시 부산진구 시민공원로 73,051-850-6061,https://www.busan.go.kr/citizenpark,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2155&lang_cd=ko,,,
VisitBusanContent:attraction:2153:ko,2153,"신석기시대 영도를 만나다,",attraction,,,,,,web_only,,no_canonical_match,화요일~일요일 09:00~18:00,부산광역시 영도구 태종로 729,051-403-1193,http://museum.busan.go.kr/dongsam/index,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2153&lang_cd=ko,,,
VisitBusanContent:attraction:2145:ko,2145,"부산의 미래를 함께 ‘도모’하는 공간, ‘도모헌’",attraction,,,,,,web_only,,no_canonical_match,"화요일~금요일, 일요일 : 10:00~18:00 / 토요일 : 10:00~21:00",부산광역시 수영구 황령산로7번길 60,051-888-8701,https://www.busan.go.kr/domoheon/index,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2145&lang_cd=ko,,,
VisitBusanContent:attraction:2140:ko,2140,"업무를 여유롭게, 최적의 워케이션 공간",attraction,,,,,,web_only,,no_canonical_match,월-토 07:00-22:00 (11:00-18:00 이외의 시간은 무인서점으로 운영중),부산 영도구 흰여울길 99 씨씨윗북 북스토어,0507-1376-1428,https://blog.naver.com/seeseawithbook,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2140&lang_cd=ko,,,
VisitBusanContent:attraction:2139:ko,2139,일과 휴식을 다 잡았다! ‘더휴일X데스커 워케이션 센터’,attraction,,,,,,web_only,,no_canonical_match,주중 09:00~18:00,부산광역시 영도구 대교로46번길 46 6층,051-414-7717,https://thehyuil.co.kr/,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2139&lang_cd=ko,,,
VisitBusanContent:attraction:2138:ko,2138,"워케이셔너들의 성지, 부산 워케이션 거점센터",attraction,,,,,,web_only,,no_canonical_match,매일 08:30 ~ 20:30,부산광역시 동구 중앙대로214번길 7-8 24층,051-468-8995,https://www.busaness.com/,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2138&lang_cd=ko,,,
VisitBusanContent:attraction:2133:ko,2133,낮과 밤 모두 특별해! 산책 맛집,attraction,,,,,,web_only,,no_canonical_match,"매일 09:00~22:00 (전시체험관의 경우, 13:00-21:00 월·화 휴관)","부산광역시 남구 분포로 66-40, 용호 별빛공원 (용호동)",관리실: 051-607-4048 전시체험관 : 051-607-4050 담당 부서 : 051-607-5611,https://www.bsnamgu.go.kr/index.namgu?menuCd=DOM_000000601009000000,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2133&lang_cd=ko,,,
VisitBusanContent:attraction:2121:ko,2121,"멋진 야경과 함께 밤 산책, 누리마루 APEC하우스",attraction,,,,,,web_only,,no_canonical_match,매일 09:00~18:00,부산광역시 해운대구 동백로 116 누리마루APEC하우스,051-743-1974,http://www.busan.go.kr/nurimaru/,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2121&lang_cd=ko,,,
VisitBusanContent:attraction:2119:ko,2119,2만여 장 LP 속으로 풍덩! 뮤직컴플렉스 서울 부산점,attraction,,,,,,web_only,,no_canonical_match,매일 12:00~24:00,부산광역시 기장군 기장읍 동부산관광로 34 미식일상 1F 뮤직컴플렉스서울 부산점,0507-1346-4614,https://www.instagram.com/music.complex.seoul,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2119&lang_cd=ko,,,
VisitBusanContent:attraction:2106:ko,2106,"망양로를 가득 채운 알록달록한 활기, ‘색채마을’",attraction,,,,,,web_only,,no_canonical_match,매일 00:00~24:00,부산광역시 중구 망양로327-1,051-600-4000(중구청),,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2106&lang_cd=ko,,,
VisitBusanContent:attraction:2105:ko,2105,"부산을 내려다볼 수 있는 곳, 대청스카이전망대",attraction,,,,,,web_only,,no_canonical_match,매일 00:00~24:00,부산광역시 중구 망양로 333,051-600-4000(중구청),,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2105&lang_cd=ko,,,
VisitBusanContent:attraction:2104:ko,2104,다양한 색이 어우러진 ‘닥밭골 벽화마을’,attraction,,,,,,web_only,,no_canonical_match,소망계단 모노레일 : 평일 07:30~20:00 주말 10:00~17:30 닥밭골 벽화마을 : 매일 00:00~24:00,부산광역시 서구 동대신동2가 87-218,051-240-4000(서구청),,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2104&lang_cd=ko,,,
VisitBusanContent:attraction:2102:ko,2102,산복도로 역사를 고스란히 담은 ‘망양로 산복도로 전시관’,attraction,,,,,,web_only,,no_canonical_match,화요일~일요일 10:00~19:00,부산광역시 동구 망양로 488 3층,051-462-1020,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2102&lang_cd=ko,,,
VisitBusanContent:attraction:2095:ko,2095,"해운대의 숨은 보석, 송정 구덕포길",attraction,,,,,,web_only,,no_canonical_match,,부산광역시 해운대구 송정동,051-749-4000(해운대구청),,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2095&lang_cd=ko,,,
VisitBusanContent:attraction:2086:ko,2086,"책이 사람을 만나 빛이 되고 길이 되는 공간, ‘북두칠성도서관’",attraction,,,,,,web_only,,no_canonical_match,주중 10:00~20:00 / 주말 10:00~20:30,부산광역시 동구 충장대로 160 협성마리나G7 B동 1층 북두칠성도서관,070-8693-0897,http://book7library.co.kr/,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2086&lang_cd=ko,,,
VisitBusanContent:attraction:2085:ko,2085,"누구나 예술가가 되는 곳, 문화예술플랫폼",attraction,,,,,,web_only,,no_canonical_match,주중 10:00~18:00 주말 10:00~17:00,부산광역시 북구 구포만세길 113,051-333-5567,https://ad6.modoo.at/,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2085&lang_cd=ko,,,
VisitBusanContent:attraction:2082:ko,2082,오션뷰까지 홍보의 완성! 북항재개발 홍보관,attraction,,,,,,web_only,,no_canonical_match,월요일~금요일 09:00~18:00(12:00~13:00 휴게) 토요일 10:00~16:00,부산광역시 동구 초량동 45-66,0507-1369-1261,https://blog.naver.com/busanportcity,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2082&lang_cd=ko,,,
VisitBusanContent:attraction:2081:ko,2081,"떠오르는 부산 야경 명소, 북항 친수공원",attraction,,,,,,web_only,,no_canonical_match,매일 05:00~24:00,부산광역시 동구 이순신대로 164,부산시설공단 051-519-3500,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2081&lang_cd=ko,,,
VisitBusanContent:attraction:2079:ko,2079,추억을 찍는 이바구길 사진관,attraction,,,,,,web_only,,no_canonical_match,화요일~일요일 11:00~19:00 (14:00~15:00 휴게),부산광역시 동구 초량로13번길 66 1층 이바구길사진관,010-4388-2804,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2079&lang_cd=ko,,,
VisitBusanContent:attraction:2078:ko,2078,"부산의 최초 사찰, 마하사",attraction,,,,,,web_only,,no_canonical_match,,부산광역시 연제구 봉수로 138,051-852-2436,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2078&lang_cd=ko,,,
VisitBusanContent:attraction:2077:ko,2077,우리 모두 수포자 탈출 가능! 체험형 수학 놀이공간 ‘부산 수학문화관’,attraction,,,,,,web_only,,no_canonical_match,화요일~일요일 09:30~16:30 (12:00~14:00 휴게),부산광역시 부산진구 가야대로 734 부산수학문화관,051-715-0314,https://home.pen.go.kr/bmcm/main.do,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2077&lang_cd=ko,,,
VisitBusanContent:attraction:2067:ko,2067,"우리의 소리를 찾아서, 국립부산국악원 국악체험관",attraction,,,,,,web_only,,no_canonical_match,월요일~토요일 09:00~21:00,부산광역시 부산진구 국악로 2 국립부산국악원,051-811-0114,http://busan.gugak.go.kr/,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2067&lang_cd=ko,,,
VisitBusanContent:attraction:2065:ko,2065,"도심 속에서 찾은 숨은 산책 코스, 용소웰빙공원",attraction,,,,,,web_only,,no_canonical_match,,부산광역시 기장군 기장읍 서부리 산7-2,051-709-4534,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2065&lang_cd=ko,,,
VisitBusanContent:attraction:2034:ko,2034,"시원한 물줄기와 함께 느끼는 부산의 역사, 범어사 용성계곡",attraction,,,,,,web_only,,no_canonical_match,,부산광역시 금정구 범어사로 267,051-519-4000(금정구청),,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2034&lang_cd=ko,,,
VisitBusanContent:attraction:2024:ko,2024,"도심 속 힐링은 여기서! 숨겨진 자연 명소, 구덕야영장 계곡",attraction,,,,,,web_only,,no_canonical_match,,부산광역시 서구 꽃마을로156번길 109 구덕청소년수련관,051-246-4685(구덕야영장),,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2024&lang_cd=ko,,,
VisitBusanContent:attraction:2019:ko,2019,"상쾌한 공기, 깨끗한 계곡물로 기분 업! (구)대신공원 & 대신계곡",attraction,,,,,,web_only,,no_canonical_match,,부산광역시 서구 보수대로320번길 59,051-240-4000(서구청),,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2019&lang_cd=ko,,,
VisitBusanContent:attraction:2013:ko,2013,"아이와 함께 가기 좋은 숲속 놀이터&계곡, 반여 초록공원",attraction,,,,,,web_only,,no_canonical_match,초록공원 롤러슬라이드: 매일 09:00~17:00,부산광역시 해운대구 반여동 산111-2,051-749-4000(해운대구청),,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2013&lang_cd=ko,,,
VisitBusanContent:attraction:1900:ko,1900,부산 트래블라운지가 말아주는 찐 부산체험 프로그램,attraction,,,,,,web_only,,no_canonical_match,매일 09:00~18:00 (12:00~13:00 휴게),"부산광역시 동구 대영로243번길 38 1, 2층",051-441-3121,https://www.instagram.com/travellounge_busan/,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=1900&lang_cd=ko,,,
VisitBusanContent:attraction:1890:ko,1890,"문득 생각에 잠기고 싶은 날, 북구 문화예술 복합공간 무사이",attraction,,,,,,web_only,,no_canonical_match,매주 화요일~토요일 10:30~22:00,부산광역시 북구 산성로12번길 21 우신상가 지하1층,051-362-7004,https://mousai0042.modoo.at/,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=1890&lang_cd=ko,,,
VisitBusanContent:attraction:1881:ko,1881,부산 근현대사를 한눈에!! 남포동 아이와 가볼 만한 곳,attraction,,,,,,web_only,,no_canonical_match,매주 화요일~일요일 09:00~18:00,부산광역시 중구 대청로 112 부산근현대역사관 본관 주차장 없음(공영주차장 이용),051-607-8000,https://www.busan.go.kr/mmch/index,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=1881&lang_cd=ko,,,
VisitBusanContent:attraction:1868:ko,1868,부산항이 한눈에! 친환경스카이웨이전망대,attraction,,,,,,web_only,,no_canonical_match,24시간,부산광역시 동구 망양로 533-33,051-441-3121,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=1868&lang_cd=ko,,,
VisitBusanContent:attraction:1867:ko,1867,이국적인 멋이 가득! 한국 이슬람 부산성원,attraction,,,,,,web_only,,no_canonical_match,,부산광역시 금정구 금단로 113-13,051-518-9991,http://www.koreaislam.org/,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=1867&lang_cd=ko,,,
VisitBusanContent:attraction:1866:ko,1866,"100년의 역사를 품은 집, 오초량",attraction,,,,,,web_only,,no_canonical_match,매주 수요일~월요일 10:30~12:00 / 14:00~15:30,부산광역시 동구 고관로13번나길 22 1층,051-463-5652,https://www.instagram.com/ochoryang,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=1866&lang_cd=ko,,,
VisitBusanContent:attraction:1862:ko,1862,"낯선 ‘아세안’, 친해지고 싶다면? KF 아세안 문화원",attraction,,,,,,web_only,,no_canonical_match,"화요일~금요일 10:00~18:00 , 토요일~일요일 10:00~19:00",부산광역시 해운대구 좌동로 162,051-775-2000,https://ach.or.kr/ach/main.do,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=1862&lang_cd=ko,,,
VisitBusanContent:attraction:1857:ko,1857,"한국에서 체험하는 가장 생생한 인도, 부산 인도문화원",attraction,,,,,,web_only,,no_canonical_match,장소별 상이,부산광역시 남구 유엔로 171-1 인디아더센터,051-322-3353,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=1857&lang_cd=ko,,,
VisitBusanContent:attraction:1772:ko,1772,"부산의 명당 스폿, 정중앙 공원",attraction,,,,,,web_only,,no_canonical_match,상시운영,부산광역시 부산진구 부암동 541-9,051-605-4522,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=1772&lang_cd=ko,,,
VisitBusanContent:attraction:1449:ko,1449,달빛마실 명소 우암동 도시숲,attraction,,,,,,web_only,,no_canonical_match,,부산 남구 동항로106번가길 6,,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=1449&lang_cd=ko,,,
VisitBusanContent:attraction:1444:ko,1444,멋진 복합문화공간으로 변신한 부산근현대역사관 별관,attraction,,,,,,web_only,,no_canonical_match,화요일~일요일 09:00-18:00(입장마감 17:00),부산광역시 중구 대청로 104,051-607-8001(안내데스크),https://www.busan.go.kr/mmch/index,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=1444&lang_cd=ko,,,
VisitBusanContent:attraction:1440:ko,1440,자연 속 야외영화관 태종대 자동차극장,attraction,,,,,,web_only,,no_canonical_match,"CGV DRIVE IN 영도 : 주중(월~목) 20시(1회 상영) / 주말(금~일), 공휴일 20시, 23시(2회 상영) 태종대 : 3~10월 - 매일 04시~24시 / 11월~2월 – 매일 05시~24시",CGV DRIVE IN 영도 : 부산광역시 영도구 동삼동 1009 태종대 : 부산광역시 영도구 전망로 24 흰여울문화마을 : 부산광역시영도구 영선동4가 605-3 절영해안산책로 : 부산광역시 영도구 해안산책길 52 깡깡이예술마을 : 부산광역시 영도구 대평북로 36,,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=1440&lang_cd=ko,,,
VisitBusanContent:attraction:1434:ko,1434,은은한 꽃향기로 가득한 화명장미원과 화명생태공원,attraction,,,,,,web_only,,no_canonical_match,상시,화명장미원 부산광역시 북구 화명동 2280 화명생태공원 부산광역시 북구 화명동 1718-17,051-364-4127,https://www.busan.go.kr/nakdong/hwamyungpark01,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=1434&lang_cd=ko,,,
VisitBusanContent:attraction:1422:ko,1422,청량미 끝판왕 오션뷰 송도해상케이블카!,attraction,,,,,,web_only,,no_canonical_match,"09:00 ~ 20:00 (12월 ~ 2월) 09:00 ~ 21:00 (3월 ~ 6월, 9월 ~ 11월) 09:00 ~ 22:00 (7월 ~ 8월)",부산광역시 서구 송도해변로 171,051-247-9900,http://busanaircruise.co.kr/,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=1422&lang_cd=ko,,,
VisitBusanContent:attraction:1185:ko,1185,문화로 소통하는 복합문화공간 KT&G 상상마당 부산,attraction,,,,,,web_only,,no_canonical_match,"10:00 - 22:00 입점공간별, 프로그램별 상이",부산광역시 부산진구 서면로 39,051-809-5555,https://www.sangsangmadang.com/main/BS,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=1185&lang_cd=ko,,,
