candidate_id,canonical_id,candidate_status,title_ko,category,subcategory,content_type,latitude,longitude,coordinate_distance_m,hours,address,phone,external_official_url,source_detail_url,image_url,visitbusan_uc_seq,linked_source_keys,field_provenance,category_compatibility_method,review_reason,merge_target_id
busan-A-00011,busan-A-00011,existing_enriched,"구 백제병원 (한,영,중간,중번,일)",attraction,unknown,attraction,35.116383,129.03917,,브라운핸즈백제 10:00 - 21:30 (라스트 오더 21:20) 갤러리 이비나인 11:00 - 18:00,부산광역시 동구 중앙대로209번길 16,브라운핸즈백제 051-464-0332 갤러리 이비나인 0507-1317-8918,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=266&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20191225145805369_ttiel,266,VisitBusanContent:attraction:266:ko|AttractionService:266:ko,"{""title_ko"":""canonical"",""hours"":""visitbusan"",""address"":""visitbusan"",""phone"":""visitbusan"",""external_official_url"":""none"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",geo_title_category,,
busan-A-00012,busan-A-00012,existing_enriched,백산기념관,attraction,unknown,attraction,35.101955,129.03456,,"화~금 10:00~18:00 토, 일 10:00~17:00",부산광역시 중구 백산길 11,051-600-4041,http://www.bsjunggu.go.kr/tour/index.junggu?menuCd=DOM_000000208002001000&link=success&cpath=%2Ftour,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=267&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20191225150331107_ttiel,267,VisitBusanContent:attraction:267:ko|AttractionService:267:ko,"{""title_ko"":""canonical"",""hours"":""visitbusan"",""address"":""visitbusan"",""phone"":""visitbusan"",""external_official_url"":""visitbusan"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",geo_title_category,,
busan-A-00013,busan-A-00013,api_only_existing,"한성1918 부산생활문화센터(한,영,중간,중번,일)",attraction,unknown,,35.10178,129.03444,,,부산광역시 중구 백산길 13,,,,https://www.visitbusan.net/uploadImgs/files/cntnts/20191225150936833_ttiel,,AttractionService:268:ko,"{""title_ko"":""canonical"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",canonical_only,,
busan-A-00014,busan-A-00014,existing_enriched,"조선통신사역사관(한,영,중간,중번,일)",attraction,unknown,attraction,35.135754,129.06203,,09:00~18:00 마지막 입장시간: 17:30,부산광역시 동구 자성로99,051-631-0858,http://www.tongsinsa.com/html/,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=269&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20191225151358656_ttiel,269,VisitBusanContent:attraction:269:ko|AttractionService:269:ko,"{""title_ko"":""canonical"",""hours"":""visitbusan"",""address"":""visitbusan"",""phone"":""visitbusan"",""external_official_url"":""visitbusan"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",geo_title_category,,
busan-A-00015,busan-A-00015,existing_enriched,부산해양자연사박물관,attraction,unknown,attraction,35.22178,129.07591,,화~일 09:00~18:00(입장마감 17:00까지),부산광역시 동래구 우장춘로 175,051-553-4944~5,http://sea.busan.go.kr,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=270&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20191225151830289_ttiel,270,VisitBusanContent:attraction:270:ko|AttractionService:270:ko,"{""title_ko"":""canonical"",""hours"":""visitbusan"",""address"":""visitbusan"",""phone"":""visitbusan"",""external_official_url"":""visitbusan"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",geo_title_category,,
busan-A-00016,busan-A-00016,api_only_existing,보수동책방골목,attraction,unknown,,35.103367,129.02663,,,부산광역시 중구 보수동1가 151-1,,,,https://www.visitbusan.net/uploadImgs/files/cntnts/20191225154726785_ttiel,,AttractionService:272:ko,"{""title_ko"":""canonical"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",canonical_only,,
busan-A-00017,busan-A-00017,api_only_existing,"임시수도기념관(한,영,중간,중번,일)",attraction,unknown,,35.103527,129.01735,,,부산광역시 서구 임시수도기념로 45,,,,https://www.visitbusan.net/uploadImgs/files/cntnts/20250929174908393_ttiel,,AttractionService:273:ko,"{""title_ko"":""canonical"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",canonical_only,,
busan-A-00018,busan-A-00018,api_only_existing,"동아대석당박물관(한,영,중간,중번,일)",attraction,unknown,,35.10497,129.01926,,,부산광역시 서구 구덕로 225,,,,https://www.visitbusan.net/uploadImgs/files/cntnts/20191225160959194_ttiel,,AttractionService:274:ko,"{""title_ko"":""canonical"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",canonical_only,,
busan-A-00019,busan-A-00019,api_only_existing,"국립일제강제동원역사관(한,영,중간,중번,일)",attraction,unknown,,35.124355,129.09192,,,부산광역시 남구 홍곡로320번길 100,,,,https://www.visitbusan.net/uploadImgs/files/cntnts/20191225162953256_ttiel,,AttractionService:275:ko,"{""title_ko"":""canonical"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",canonical_only,,
busan-A-00020,busan-A-00020,api_only_existing,부산박물관,attraction,unknown,,35.12957,129.09451,,,부산광역시 남구 유엔평화로 63,,,,https://www.visitbusan.net/uploadImgs/files/cntnts/20191225163741459_ttiel,,AttractionService:276:ko,"{""title_ko"":""canonical"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",canonical_only,,
busan-A-00021,busan-A-00021,api_only_existing,"유엔기념공원, 유엔평화기념관(한,영,중간,중번,일)",attraction,unknown,,35.1277,129.09775,,,유엔기념공원 : 부산광역시 남구 유엔평화로 93  유엔평화기념관 : 부산광역시 남구 홍곡로320번길 106,,,,https://www.visitbusan.net/uploadImgs/files/cntnts/20191225164342360_ttiel,,AttractionService:277:ko,"{""title_ko"":""canonical"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",canonical_only,,
busan-A-00022,busan-A-00022,api_only_existing,오륙도,attraction,unknown,,35.102177,129.12334,,,부산광역시 남구 오륙도로 137,,,,https://www.visitbusan.net/uploadImgs/files/cntnts/20191225164921130_ttiel,,AttractionService:278:ko,"{""title_ko"":""canonical"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",canonical_only,,
busan-A-00023,busan-A-00023,api_only_existing,신선대,attraction,unknown,,35.102272,129.10277,,,부산광역시 남구 신선대산복로 174번길 78,,,,https://www.visitbusan.net/uploadImgs/files/cntnts/20191225165635368_ttiel,,AttractionService:279:ko,"{""title_ko"":""canonical"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",canonical_only,,
busan-A-00024,busan-A-00024,api_only_existing,"송정해수욕장, 죽도공원",attraction,unknown,,35.1786,129.19966,,,부산광역시 해운대구 송정해변로 62,,,,https://www.visitbusan.net/uploadImgs/files/cntnts/20230630185239164_ttiel,,AttractionService:280:ko,"{""title_ko"":""canonical"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",canonical_only,,
busan-A-00025,busan-A-00025,api_only_existing,"아난티 코브 이터널저니(한,영,중간,중번,일)",attraction,unknown,,35.197235,129.22784,,,부산광역시 기장군 기장읍 기장해안로 268-32,,,,https://www.visitbusan.net/uploadImgs/files/cntnts/20191225170855698_ttiel,,AttractionService:281:ko,"{""title_ko"":""canonical"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",canonical_only,,
busan-A-00026,busan-A-00026,api_only_existing,민락수변공원,attraction,unknown,,35.15487,129.13399,,,부산광역시 수영구 민락동 110-19,,,,https://www.visitbusan.net/uploadImgs/files/cntnts/20191225174730014_ttiel,,AttractionService:285:ko,"{""title_ko"":""canonical"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",canonical_only,,
busan-A-00027,busan-A-00027,api_only_existing,"송도해수욕장(한,영,중간,중번,일)",attraction,unknown,,35.07595,129.01694,,,부산광역시 서구 송도해변로 100,,,,https://www.visitbusan.net/uploadImgs/files/cntnts/20191225175459392_ttiel,,AttractionService:286:ko,"{""title_ko"":""canonical"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",canonical_only,,
busan-A-00028,busan-A-00028,api_only_existing,아미산전망대,attraction,unknown,,35.052727,128.96075,,,부산광역시 사하구 다대낙조2길 77,,,,https://www.visitbusan.net/uploadImgs/files/cntnts/20191225180243523_ttiel,,AttractionService:287:ko,"{""title_ko"":""canonical"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",canonical_only,,
busan-A-00029,busan-A-00029,api_only_existing,아미동 비석마을,attraction,unknown,,35.099068,129.0127,,,부산광역시 서구 아미로49,,,,https://www.visitbusan.net/uploadImgs/files/cntnts/20191226093554532_ttiel,,AttractionService:288:ko,"{""title_ko"":""canonical"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",canonical_only,,
busan-A-00030,busan-A-00030,api_only_existing,부산시립미술관,attraction,unknown,,35.16702,129.1369,,,부산광역시 해운대구 APEC로 58,,,,https://www.visitbusan.net/uploadImgs/files/cntnts/20191226100545553_ttiel,,AttractionService:289:ko,"{""title_ko"":""canonical"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",canonical_only,,
busan-A-00031,busan-A-00031,api_only_existing,오랑대공원,attraction,unknown,,35.205246,129.22583,,,부산 기장군 기장읍 시랑리 산1-18,,,,https://www.visitbusan.net/uploadImgs/files/cntnts/20191226101451768_ttiel,,AttractionService:290:ko,"{""title_ko"":""canonical"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",canonical_only,,
busan-A-00032,busan-A-00032,api_only_existing,국립수산과학관,attraction,unknown,,35.193687,129.22423,,,부산광역시 기장군 기장읍 기장해안로 216,,,,https://www.visitbusan.net/uploadImgs/files/cntnts/20191226102157667_ttiel,,AttractionService:291:ko,"{""title_ko"":""canonical"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",canonical_only,,
busan-A-00033,busan-A-00033,api_only_existing,요산문학관,attraction,unknown,,35.27258,129.08571,,,부산광역시 금정구 팔송로 60-6,,,,https://www.visitbusan.net/uploadImgs/files/cntnts/20191226105751809_ttiel,,AttractionService:295:ko,"{""title_ko"":""canonical"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",canonical_only,,
busan-A-00034,busan-A-00034,api_only_existing,박차정의사 생가,attraction,unknown,,35.20168,129.0904,,,부산광역시 동래구 명륜로98번길 129-10,,,,https://www.visitbusan.net/uploadImgs/files/cntnts/20191226110347271_ttiel,,AttractionService:296:ko,"{""title_ko"":""canonical"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",canonical_only,,
busan-A-00035,busan-A-00035,api_only_existing,우장춘 기념관,attraction,unknown,,35.213547,129.07202,,,부산광역시 동래구 우장춘로62번길 7,,,,https://www.visitbusan.net/uploadImgs/files/cntnts/20191226110901484_ttiel,,AttractionService:297:ko,"{""title_ko"":""canonical"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",canonical_only,,
busan-A-00036,busan-A-00036,api_only_existing,누리바라기전망대,attraction,unknown,,35.09092,129.02019,,,부산광역시 서구 남부민동 50-40,,,,https://www.visitbusan.net/uploadImgs/files/cntnts/20191226113720642_ttiel,,AttractionService:298:ko,"{""title_ko"":""canonical"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",canonical_only,,
busan-A-00037,busan-A-00037,api_only_existing,"최민식갤러리(한,영,중간,중번,일)",attraction,unknown,,35.09833,129.01472,,,부산광역시 서구 천마산로410,,,,https://www.visitbusan.net/uploadImgs/files/cntnts/20191226115628787_ttiel,,AttractionService:299:ko,"{""title_ko"":""canonical"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",canonical_only,,
busan-A-00038,busan-A-00038,api_only_existing,수영사적공원,attraction,unknown,,35.170967,129.1143,,,부산광역시 수영구 수영성로 43,,,,https://www.visitbusan.net/uploadImgs/files/cntnts/20191226132135171_ttiel,,AttractionService:301:ko,"{""title_ko"":""canonical"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",canonical_only,,
busan-A-00039,busan-A-00039,api_only_existing,부산기상관측소,attraction,unknown,,35.104973,129.03218,,,부산광역시 중구 복병산길32번길 5-11,,,,https://www.visitbusan.net/uploadImgs/files/cntnts/20191226132812226_ttiel,,AttractionService:302:ko,"{""title_ko"":""canonical"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",canonical_only,,
busan-A-00040,busan-A-00040,existing_enriched,"철새와 함께하는 아름다운 문화의 향연, 을숙도(한,영,중간,중번,일)",attraction,unknown,attraction,35.107143,128.94283,,을숙도생태공원 매일 *야간출입 제한(20:00~익일 08:00) 낙동강하구에코센터 화~일요일 09:00~18:00,부산광역시 사하구 낙동남로 1240,051-209-2031,http://wetland.busan.go.kr,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=304&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20191226143325464_ttiel,304,VisitBusanContent:attraction:304:ko|AttractionService:304:ko,"{""title_ko"":""canonical"",""hours"":""visitbusan"",""address"":""visitbusan"",""phone"":""visitbusan"",""external_official_url"":""visitbusan"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",geo_title_category,,
busan-A-00041,busan-A-00041,api_only_existing,부산시청자미디어센터,attraction,unknown,,35.17255,129.1302,,,부산광역시 해운대구 센텀중앙로 42,,,,https://www.visitbusan.net/uploadImgs/files/cntnts/20191226152407686_ttiel,,AttractionService:308:ko,"{""title_ko"":""canonical"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",canonical_only,,
busan-A-00042,busan-A-00042,api_only_existing,"구포어린이교통공원(한,영,중간,중번,일)",attraction,unknown,,35.200676,129.0009,,,부산광역시 북구 낙동북로 687,,,,https://www.visitbusan.net/uploadImgs/files/cntnts/20191226182356876_ttiel,,AttractionService:313:ko,"{""title_ko"":""canonical"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",canonical_only,,
busan-A-00043,busan-A-00043,api_only_existing,부산솔로몬로파크,attraction,unknown,,35.200798,129.00198,,,부산광역시 북구 낙동북로 755,,,,https://www.visitbusan.net/uploadImgs/files/cntnts/20191226183133502_ttiel,,AttractionService:314:ko,"{""title_ko"":""canonical"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",canonical_only,,
busan-A-00044,busan-A-00044,api_only_existing,부산어촌민속관,attraction,unknown,,35.234074,129.00859,,,부산광역시 북구 학사로 128,,,,https://www.visitbusan.net/uploadImgs/files/cntnts/20191226184130120_ttiel,,AttractionService:315:ko,"{""title_ko"":""canonical"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",canonical_only,,
busan-A-00045,busan-A-00045,api_only_existing,삼락생태공원,attraction,unknown,,35.16884,128.97397,,,부산광역시 사상구 삼락동 29-46,,,,https://www.visitbusan.net/uploadImgs/files/cntnts/20230602100722403_ttiel,,AttractionService:325:ko,"{""title_ko"":""canonical"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",canonical_only,,
busan-A-00046,busan-A-00046,api_only_existing,"암남공원, 송도해안볼레길",attraction,unknown,,35.058804,129.01566,,,부산광역시 서구 암남동 산193,,,,https://www.visitbusan.net/uploadImgs/files/cntnts/20191227112720050_ttiel,,AttractionService:326:ko,"{""title_ko"":""canonical"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",canonical_only,,
busan-A-00047,busan-A-00047,api_only_existing,장림포구 (부네치아),attraction,unknown,,35.080727,128.95694,,,부산광역시 사하구 장림로93번길 72,,,,https://www.visitbusan.net/uploadImgs/files/cntnts/20191227160751479_ttiel,,AttractionService:333:ko,"{""title_ko"":""canonical"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",canonical_only,,
busan-A-00048,busan-A-00048,api_only_existing,가덕도,attraction,unknown,,35.022896,128.8172,,,부산광역시 강서구 가덕해안로 21,,,,https://www.visitbusan.net/uploadImgs/files/cntnts/20191227161822663_ttiel,,AttractionService:334:ko,"{""title_ko"":""canonical"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",canonical_only,,
busan-A-00049,busan-A-00049,api_only_existing,렛츠런파크 부산경남,attraction,unknown,,35.1566,128.87521,,,부산광역시 강서구 가락대로 929,,,,https://www.visitbusan.net/uploadImgs/files/cntnts/20191227163229549_ttiel,,AttractionService:335:ko,"{""title_ko"":""canonical"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",canonical_only,,
busan-A-00050,busan-A-00050,api_only_existing,국립부산과학관,attraction,unknown,,35.20468,129.2127,,,부산광역시 기장군 기장읍 동부산관광6로 59,,,,https://www.visitbusan.net/uploadImgs/files/cntnts/20230901132543063_ttiel,,AttractionService:340:ko,"{""title_ko"":""canonical"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",canonical_only,,
busan-A-00051,busan-A-00051,api_only_existing,송상현광장,attraction,unknown,,35.166397,129.06595,,,부산광역시 부산진구 중앙대로 지하 818(전포동),,,,https://www.visitbusan.net/uploadImgs/files/cntnts/20191227175243198_ttiel,,AttractionService:343:ko,"{""title_ko"":""canonical"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",canonical_only,,
busan-A-00052,busan-A-00052,api_only_existing,어린이대공원,attraction,unknown,,35.184998,129.04153,,,부산광역시 부산진구 새싹로 295,,,,https://www.visitbusan.net/uploadImgs/files/cntnts/20191227180139517_ttiel,,AttractionService:344:ko,"{""title_ko"":""canonical"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",canonical_only,,
busan-A-00053,busan-A-00053,api_only_existing,국립부산국악원,attraction,unknown,,35.17132,129.05424,,,부산광역시 부산진구 국악로2,,,,https://www.visitbusan.net/uploadImgs/files/cntnts/20191227181259877_ttiel,,AttractionService:346:ko,"{""title_ko"":""canonical"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",canonical_only,,
busan-A-00054,busan-A-00054,api_only_existing,삼광사,attraction,unknown,,35.175694,129.04338,,,부산광역시 부산진구 초읍천로43번길 77,,,,https://www.visitbusan.net/uploadImgs/files/cntnts/20191227184611977_ttiel,,AttractionService:347:ko,"{""title_ko"":""canonical"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",canonical_only,,
busan-A-00055,busan-A-00055,api_only_existing,청사포와 미포,attraction,unknown,,35.1602,129.19138,,,청사포 부산광역시  해운대구 청사포로128번길 25 미포 부산광역시 해운대구 달맞이길62번길,,,,https://www.visitbusan.net/uploadImgs/files/cntnts/20191227190325222_ttiel,,AttractionService:348:ko,"{""title_ko"":""canonical"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",canonical_only,,
busan-A-00056,busan-A-00056,api_only_existing,부산시민공원,attraction,unknown,,35.16841,129.05739,,,부산광역시 부산진구 시민공원로 73,,,,https://www.visitbusan.net/uploadImgs/files/cntnts/20191227194942971_ttiel,,AttractionService:354:ko,"{""title_ko"":""canonical"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",canonical_only,,
busan-A-00057,busan-A-00057,api_only_existing,"호천마을(한,영,중간,중번,일)",attraction,unknown,,35.144295,129.05106,,,부산광역시 부산진구 엄광로 491,,,,https://www.visitbusan.net/uploadImgs/files/cntnts/20191227202219554_ttiel,,AttractionService:358:ko,"{""title_ko"":""canonical"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",canonical_only,,
busan-A-00058,busan-A-00058,api_only_existing,"봉래산(한,영,중간,중번,일)",attraction,unknown,,35.08219,129.05524,,,부산광역시 영도구 신선동3가 산3,,,,https://www.visitbusan.net/uploadImgs/files/cntnts/20191227202829011_ttiel,,AttractionService:359:ko,"{""title_ko"":""canonical"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",canonical_only,,
busan-A-00059,busan-A-00059,api_only_existing,영화의 거리,attraction,unknown,,35.154633,129.14278,,,부산광역시 해운대구 마린시티1로 91,,,,https://www.visitbusan.net/uploadImgs/files/cntnts/20191227203859552_ttiel,,AttractionService:361:ko,"{""title_ko"":""canonical"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",canonical_only,,
busan-A-00060,busan-A-00060,api_only_existing,APEC나루공원,attraction,unknown,,35.170307,129.12564,,,부산광역시 해운대구 수영강변대로 85,,,,https://www.visitbusan.net/uploadImgs/files/cntnts/20191227204420832_ttiel,,AttractionService:362:ko,"{""title_ko"":""canonical"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",canonical_only,,
busan-A-00061,busan-A-00061,api_only_existing,"40계단, 문화관",attraction,unknown,,35.103977,129.0346,,,부산광역시 중구 동광길49,,,,https://www.visitbusan.net/uploadImgs/files/cntnts/20191229141716592_ttiel,,AttractionService:364:ko,"{""title_ko"":""canonical"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",canonical_only,,
busan-A-00062,busan-A-00062,api_only_existing,감천문화마을,attraction,unknown,,35.095787,129.00926,,,부산광역시 사하구 감내2로 203,,,,https://www.visitbusan.net/uploadImgs/files/cntnts/20191229142305006_ttiel,,AttractionService:365:ko,"{""title_ko"":""canonical"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",canonical_only,,
busan-A-00063,busan-A-00063,api_only_existing,다대포 해수욕장,attraction,unknown,,35.04652,128.96283,,,부산광역시 사하구 몰운대1길 14,,,,https://www.visitbusan.net/uploadImgs/files/cntnts/20191229143230630_ttiel,,AttractionService:366:ko,"{""title_ko"":""canonical"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",canonical_only,,
busan-A-00064,busan-A-00064,api_only_existing,부산영화체험박물관/씨네뮤지엄,attraction,unknown,,35.101692,129.0337,,,부산광역시 중구 대청로126번길 12,,,,https://www.visitbusan.net/uploadImgs/files/cntnts/20191229144834500_ttiel,,AttractionService:367:ko,"{""title_ko"":""canonical"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",canonical_only,,
busan-A-00065,busan-A-00065,api_only_existing,"용두산공원(한,영,중간,중번,일)",attraction,unknown,,35.100723,129.03264,,,부산광역시 중구 용두산길 37-55,,,,https://www.visitbusan.net/uploadImgs/files/cntnts/20191229145728609_ttiel,,AttractionService:368:ko,"{""title_ko"":""canonical"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",canonical_only,,
busan-A-00066,busan-A-00066,api_only_existing,영도다리,attraction,unknown,,35.095295,129.03656,,,부산광역시 영도구 태종로 46,,,,https://www.visitbusan.net/uploadImgs/files/cntnts/20191229150331682_ttiel,,AttractionService:369:ko,"{""title_ko"":""canonical"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",canonical_only,,
