source_key,content_type,uc_seq,language,title_ko,address,phone,lat,lon,hours,closed_days,external_official_url,representative_menu,image_url,category_label,language_available,parse_status,missing_required_fields,source_detail_url,collected_at
VisitBusanContent:attraction:2204:ko,attraction,2204,ko,"일상 속 예술의 쉼표, ‘디오티 미술관’",부산광역시 금정구 금샘로 35,051-518-8480,35.228886,129.07677,화-토요일 11:00~18:00 (입장 마감 : 17:30),"매주 일, 월요일, 1월 1일, 명절 연휴 휴관",https://dotmuseum.co.kr/,,,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2204&lang_cd=ko,2026-07-24T07:10:13.452Z
VisitBusanContent:attraction:2202:ko,attraction,2202,ko,"마을과 함께 성장하는 힐링 공간, ‘이바구 캠프’",부산광역시 동구 망양로525번길 22,051-467-0289,35.119175,129.0283,체크인: 15:00-20:00 체크아웃: 11:00,,https://blog.naver.com/ibagucamp,,,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2202&lang_cd=ko,2026-07-24T07:10:14.202Z
VisitBusanContent:attraction:2200:ko,attraction,2200,ko,"부산의 숨은 예술을 찾다, 갤러리 수정",부산광역시 동구 수정공원남로 28 (수정아파트 4동 A408호),010-2558-3011,35.12573,129.04266,매일 10:00-19:00,,http://www.gallerysujeong.kr/,,,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2200&lang_cd=ko,2026-07-24T07:10:14.915Z
VisitBusanContent:attraction:2191:ko,attraction,2191,ko,"떠오르는 문화의 장, 광안리 ‘포디움다이브엠’",부산광역시 수영구 광남로 96,051-752-2200,35.148014,129.11356,매일 11:00~20:00,,https://www.instagram.com/podiumdive.m/,,,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2191&lang_cd=ko,2026-07-24T07:10:15.686Z
VisitBusanContent:attraction:2189:ko,attraction,2189,ko,겨울 철새의 아름다움을 만나는 ‘명지철새탐조대’,부산 강서구 명지오션시티1로 284,051-970-4000 (부산광역시 강서구청),35.084156,128.91174,,,,,,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2189&lang_cd=ko,2026-07-24T07:10:16.395Z
VisitBusanContent:attraction:2188:ko,attraction,2188,ko,"UN의 헌신과 평화의 약속, ‘유엔평화기념관’",부산광역시 남구 홍곡로320번길 106,051-901-1400,35.127697,129.09593,화요일~일요일 10:00~18:00,매주 월요일 정기 휴무,https://www.instagram.com/un_peacememorial/,,,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2188&lang_cd=ko,2026-07-24T07:10:17.112Z
VisitBusanContent:attraction:2187:ko,attraction,2187,ko,"과거의 흔적과 미래를 잇는 교차점,",부산광역시 중구 중앙동 4가 15-33,051-600-4000,35.10498,129.04028,,,,,,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2187&lang_cd=ko,2026-07-24T07:10:17.798Z
VisitBusanContent:attraction:2186:ko,attraction,2186,ko,"아름다운 자연과 아픈 역사가 만나는 곳,",부산광역시 기장군 일광읍 원리 663-7,051-709-4000,35.30874,129.22404,,,,,,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2186&lang_cd=ko,2026-07-24T07:10:18.537Z
VisitBusanContent:attraction:2173:ko,attraction,2173,ko,"지역 예술의 발전을 이끄는 공간,",부산 사하구 다산로 106번길 6 홍티아트센터,051-263-8661~3,35.05365,128.95828,월-토 10:00-18:00 (토요일은 전시나 행사 있는 경우에만 운영),매주 일요일,https://www.instagram.com/hongtiartcenter/,,,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2173&lang_cd=ko,2026-07-24T07:10:19.273Z
VisitBusanContent:attraction:2172:ko,attraction,2172,ko,"아름다운 자연과 전설이 있는, ‘오시리아 해안 산책로’",부산광역시 기장군 기장읍 시랑리 62-22,051-709-4000,35.198395,129.22993,,,https://www.gijang.go.kr/tour/index.gijang,,,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2172&lang_cd=ko,2026-07-24T07:10:20.010Z
VisitBusanContent:attraction:2166:ko,attraction,2166,ko,"음악과 함께 혼술하고 싶은 날, ‘광안리 골방’",부산광역시 수영구 민락본동로19번길 59 지하1층,0507-1314-4544,35.157566,129.12578,"월,목,금 12:00~01:00 (16:00~17:00 휴게) 수 12:00~23:00 (16:00~17:00 휴게) 토 11:00~01:00 (14:30~15:00 휴게) 일 15:00~01:00",매주 화요일,https://www.instagram.com/gwangalli_golbang,,,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2166&lang_cd=ko,2026-07-24T07:10:20.721Z
VisitBusanContent:attraction:2157:ko,attraction,2157,ko,"조용한 해변가에서 힐링 산책, ‘다대포 바다누리길’",부산광역시 사하구 다대동 468-6 (다대포 바다누리길 광장),051-220-4000,35.046967,128.96936,,,,,,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2157&lang_cd=ko,2026-07-24T07:10:21.430Z
VisitBusanContent:attraction:2155:ko,attraction,2155,ko,"하야리아 기지의 모든 것, 부산시민공원 역사문화관",부산광역시 부산진구 시민공원로 73,051-850-6061,35.168602,129.05751,화요일~일요일 09:00~18:00,,https://www.busan.go.kr/citizenpark,,,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2155&lang_cd=ko,2026-07-24T07:10:22.181Z
VisitBusanContent:attraction:2153:ko,attraction,2153,ko,"신석기시대 영도를 만나다,",부산광역시 영도구 태종로 729,051-403-1193,35.07119,129.07968,화요일~일요일 09:00~18:00,매주 월요일,http://museum.busan.go.kr/dongsam/index,,,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2153&lang_cd=ko,2026-07-24T07:10:22.949Z
VisitBusanContent:attraction:2145:ko,attraction,2145,ko,"부산의 미래를 함께 ‘도모’하는 공간, ‘도모헌’",부산광역시 수영구 황령산로7번길 60,051-888-8701,35.147057,129.10724,"화요일~금요일, 일요일 : 10:00~18:00 / 토요일 : 10:00~21:00",매주 월요일,https://www.busan.go.kr/domoheon/index,,,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2145&lang_cd=ko,2026-07-24T07:10:23.683Z
VisitBusanContent:attraction:2143:ko,attraction,2143,ko,패스파인더 남포점,부산광역시 중구 광복중앙로 13 4층,0507-1448-9080,35.100525,129.03075,매일 00:00-24:00 연중무휴,,https://www.pathfinder.camp/,,,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2143&lang_cd=ko,2026-07-24T07:10:24.377Z
VisitBusanContent:attraction:2140:ko,attraction,2140,ko,"업무를 여유롭게, 최적의 워케이션 공간",부산 영도구 흰여울길 99 씨씨윗북 북스토어,0507-1376-1428,35.079052,129.04463,월-토 07:00-22:00 (11:00-18:00 이외의 시간은 무인서점으로 운영중),매주 일요일,https://blog.naver.com/seeseawithbook,,,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2140&lang_cd=ko,2026-07-24T07:10:25.131Z
VisitBusanContent:attraction:2139:ko,attraction,2139,ko,일과 휴식을 다 잡았다! ‘더휴일X데스커 워케이션 센터’,부산광역시 영도구 대교로46번길 46 6층,051-414-7717,35.095074,129.0427,주중 09:00~18:00,주말 휴무,https://thehyuil.co.kr/,,,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2139&lang_cd=ko,2026-07-24T07:10:25.870Z
VisitBusanContent:attraction:2138:ko,attraction,2138,ko,"워케이셔너들의 성지, 부산 워케이션 거점센터",부산광역시 동구 중앙대로214번길 7-8 24층,051-468-8995,35.116238,129.04184,매일 08:30 ~ 20:30,,https://www.busaness.com/,,,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2138&lang_cd=ko,2026-07-24T07:10:26.650Z
VisitBusanContent:attraction:2133:ko,attraction,2133,ko,낮과 밤 모두 특별해! 산책 맛집,"부산광역시 남구 분포로 66-40, 용호 별빛공원 (용호동)",관리실: 051-607-4048 전시체험관 : 051-607-4050 담당 부서 : 051-607-5611,35.1328,129.12,"매일 09:00~22:00 (전시체험관의 경우, 13:00-21:00 월·화 휴관)",,https://www.bsnamgu.go.kr/index.namgu?menuCd=DOM_000000601009000000,,,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2133&lang_cd=ko,2026-07-24T07:10:27.389Z
VisitBusanContent:attraction:2121:ko,attraction,2121,ko,"멋진 야경과 함께 밤 산책, 누리마루 APEC하우스",부산광역시 해운대구 동백로 116 누리마루APEC하우스,051-743-1974,35.152336,129.15132,매일 09:00~18:00,매달 첫 번째 월요일 정기휴무,http://www.busan.go.kr/nurimaru/,,,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2121&lang_cd=ko,2026-07-24T07:10:28.138Z
VisitBusanContent:attraction:2119:ko,attraction,2119,ko,2만여 장 LP 속으로 풍덩! 뮤직컴플렉스 서울 부산점,부산광역시 기장군 기장읍 동부산관광로 34 미식일상 1F 뮤직컴플렉스서울 부산점,0507-1346-4614,35.193672,129.21411,매일 12:00~24:00,,https://www.instagram.com/music.complex.seoul,,,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2119&lang_cd=ko,2026-07-24T07:10:28.828Z
VisitBusanContent:attraction:2106:ko,attraction,2106,ko,"망양로를 가득 채운 알록달록한 활기, ‘색채마을’",부산광역시 중구 망양로327-1,051-600-4000(중구청),35.106995,129.02943,매일 00:00~24:00,,,,,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2106&lang_cd=ko,2026-07-24T07:10:29.748Z
VisitBusanContent:attraction:2105:ko,attraction,2105,ko,"부산을 내려다볼 수 있는 곳, 대청스카이전망대",부산광역시 중구 망양로 333,051-600-4000(중구청),35.107513,129.02963,매일 00:00~24:00,,,,,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2105&lang_cd=ko,2026-07-24T07:10:30.491Z
VisitBusanContent:attraction:2104:ko,attraction,2104,ko,다양한 색이 어우러진 ‘닥밭골 벽화마을’,부산광역시 서구 동대신동2가 87-218,051-240-4000(서구청),35.114338,129.02371,소망계단 모노레일 : 평일 07:30~20:00 주말 10:00~17:30 닥밭골 벽화마을 : 매일 00:00~24:00,,,,,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2104&lang_cd=ko,2026-07-24T07:10:31.185Z
VisitBusanContent:attraction:2102:ko,attraction,2102,ko,산복도로 역사를 고스란히 담은 ‘망양로 산복도로 전시관’,부산광역시 동구 망양로 488 3층,051-462-1020,35.117672,129.0332,화요일~일요일 10:00~19:00,매주 월요일,,,,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2102&lang_cd=ko,2026-07-24T07:10:31.935Z
VisitBusanContent:attraction:2095:ko,attraction,2095,ko,"해운대의 숨은 보석, 송정 구덕포길",부산광역시 해운대구 송정동,051-749-4000(해운대구청),35.169155,129.19722,,,,,,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2095&lang_cd=ko,2026-07-24T07:10:32.654Z
VisitBusanContent:attraction:2086:ko,attraction,2086,ko,"책이 사람을 만나 빛이 되고 길이 되는 공간, ‘북두칠성도서관’",부산광역시 동구 충장대로 160 협성마리나G7 B동 1층 북두칠성도서관,070-8693-0897,35.116432,129.04588,주중 10:00~20:00 / 주말 10:00~20:30,화요일 정기휴무,http://book7library.co.kr/,,,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2086&lang_cd=ko,2026-07-24T07:10:33.379Z
VisitBusanContent:attraction:2085:ko,attraction,2085,ko,"누구나 예술가가 되는 곳, 문화예술플랫폼",부산광역시 북구 구포만세길 113,051-333-5567,35.206764,128.99797,주중 10:00~18:00 주말 10:00~17:00,월요일 휴무,https://ad6.modoo.at/,,,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2085&lang_cd=ko,2026-07-24T07:10:34.092Z
VisitBusanContent:attraction:2082:ko,attraction,2082,ko,오션뷰까지 홍보의 완성! 북항재개발 홍보관,부산광역시 동구 초량동 45-66,0507-1369-1261,35.11751,129.04921,월요일~금요일 09:00~18:00(12:00~13:00 휴게) 토요일 10:00~16:00,일요일 휴무,https://blog.naver.com/busanportcity,,,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2082&lang_cd=ko,2026-07-24T07:10:34.835Z
VisitBusanContent:attraction:2081:ko,attraction,2081,ko,"떠오르는 부산 야경 명소, 북항 친수공원",부산광역시 동구 이순신대로 164,부산시설공단 051-519-3500,35.11442,129.04637,매일 05:00~24:00,,,,,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2081&lang_cd=ko,2026-07-24T07:10:35.601Z
VisitBusanContent:attraction:2079:ko,attraction,2079,ko,추억을 찍는 이바구길 사진관,부산광역시 동구 초량로13번길 66 1층 이바구길사진관,010-4388-2804,35.11625,129.03874,화요일~일요일 11:00~19:00 (14:00~15:00 휴게),매주 월요일,,,,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2079&lang_cd=ko,2026-07-24T07:10:36.403Z
VisitBusanContent:attraction:2078:ko,attraction,2078,ko,"부산의 최초 사찰, 마하사",부산광역시 연제구 봉수로 138,051-852-2436,35.163532,129.08733,,,,,,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2078&lang_cd=ko,2026-07-24T07:10:37.158Z
VisitBusanContent:attraction:2077:ko,attraction,2077,ko,우리 모두 수포자 탈출 가능! 체험형 수학 놀이공간 ‘부산 수학문화관’,부산광역시 부산진구 가야대로 734 부산수학문화관,051-715-0314,35.15666,129.0513,화요일~일요일 09:30~16:30 (12:00~14:00 휴게),매주 월요일 정기휴무,https://home.pen.go.kr/bmcm/main.do,,,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2077&lang_cd=ko,2026-07-24T07:10:37.943Z
VisitBusanContent:attraction:2067:ko,attraction,2067,ko,"우리의 소리를 찾아서, 국립부산국악원 국악체험관",부산광역시 부산진구 국악로 2 국립부산국악원,051-811-0114,35.171013,129.05438,월요일~토요일 09:00~21:00,매주 일요일,http://busan.gugak.go.kr/,,,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2067&lang_cd=ko,2026-07-24T07:10:38.686Z
VisitBusanContent:attraction:2065:ko,attraction,2065,ko,"도심 속에서 찾은 숨은 산책 코스, 용소웰빙공원",부산광역시 기장군 기장읍 서부리 산7-2,051-709-4534,35.24623,129.20415,,,,,,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2065&lang_cd=ko,2026-07-24T07:10:39.412Z
VisitBusanContent:attraction:2034:ko,attraction,2034,ko,"시원한 물줄기와 함께 느끼는 부산의 역사, 범어사 용성계곡",부산광역시 금정구 범어사로 267,051-519-4000(금정구청),35.283524,129.06847,,,,,,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2034&lang_cd=ko,2026-07-24T07:10:40.120Z
VisitBusanContent:attraction:2024:ko,attraction,2024,ko,"도심 속 힐링은 여기서! 숨겨진 자연 명소, 구덕야영장 계곡",부산광역시 서구 꽃마을로156번길 109 구덕청소년수련관,051-246-4685(구덕야영장),35.12556,129.00969,,,,,,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2024&lang_cd=ko,2026-07-24T07:10:40.916Z
VisitBusanContent:attraction:2019:ko,attraction,2019,ko,"상쾌한 공기, 깨끗한 계곡물로 기분 업! (구)대신공원 & 대신계곡",부산광역시 서구 보수대로320번길 59,051-240-4000(서구청),35.121838,129.01567,,,,,,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2019&lang_cd=ko,2026-07-24T07:10:41.639Z
VisitBusanContent:attraction:2013:ko,attraction,2013,ko,"아이와 함께 가기 좋은 숲속 놀이터&계곡, 반여 초록공원",부산광역시 해운대구 반여동 산111-2,051-749-4000(해운대구청),35.203255,129.13632,초록공원 롤러슬라이드: 매일 09:00~17:00,,,,,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2013&lang_cd=ko,2026-07-24T07:10:42.371Z
